ïagno;rbd;dgv_rbd;nom_rbd;let_rbd;num_rbd;cod_com_rbd;nom_com_rbd;cod_depe;rural_rbd;ens_01;ens_02;ens_03;ens_04;ens_05;ens_06;ens_07;ens_08;ens_09
2004;22312;3;"ESCUELA PARTICULAR HUILLON""""";[NULL];[NULL];10508;MAFIL;3;1;110;;;;;;;;
2004;22313;1;"ESCUELA PARTICULAR CARDENAL RAUL SILVA""";[NULL];[NULL];10510;PAILLACO;3;0;10;110;160;361;;;;;
2004;22315;8;"ESCUELA PARTICULAR CAUPOLICAN""""";[NULL];[NULL];10504;LA UNION;3;1;110;;;;;;;;
2004;22316;6;"ESCUELA PARTICULAR IÃAQUE""""";[NULL];[NULL];10508;MAFIL;3;1;10;110;160;;;;;;
2004;22317;4;"ESCUELA PARTICULAR SAN ANTONIO""""";[NULL];[NULL];10510;PAILLACO;3;1;110;;;;;;;;
2004;22318;2;"JARDIN INFANTIL DUENDELIN""""";[NULL];[NULL];10510;PAILLACO;3;0;10;;;;;;;;
2004;22319;0;COLEGIO PRINCIPE DE ASTURIAS;[NULL];[NULL];10501;VALDIVIA;3;0;10;110;;;;;;;
2004;22320;4;ESCUELA ESPECIAL DE LENGUAJE KAUKALEM;[NULL];[NULL];10301;OSORNO;3;0;10;110;214;;;;;;
2004;22321;2;"ESCUELA DE LENGUAJE FOR FARIS""""";[NULL];[NULL];10504;LA UNION;3;0;214;;;;;;;;
2004;22322;0;FAYOL SCHOOL;[NULL];[NULL];10303;PURRANQUE;3;0;10;110;310;;;;;;
2004;22323;9;"ESCUELA PARTICULAR LA POZA""""";[NULL];[NULL];10303;PURRANQUE;3;1;110;;;;;;;;
2004;22324;7;COLEGIO PABLO NERUDA;[NULL];[NULL];10301;OSORNO;3;0;10;110;160;361;;;;;
2004;22325;5;"ESCUELA PARTICULAR CHOVI-SAN JUAN""""";[NULL];[NULL];10205;DALCAHUE;3;1;110;;;;;;;;
2004;22327;1;COLEGIO GABRIELA MISTRAL;[NULL];[NULL];10208;QUELLON;3;0;10;110;;;;;;;
2004;22329;8;LICEO TECNICO PROFESIONAL INMACULADA CON;[NULL];[NULL];10202;ANCUD;3;0;310;610;;;;;;;
2004;22330;1;"CENTRO EDUCACIONAL SAN AGUSTIN""""";[NULL];[NULL];10208;QUELLON;3;0;10;110;160;361;;;;;
2004;22332;8;"ESCUELA DE PARVULOS ADRICLAUS""""";[NULL];[NULL];10301;OSORNO;3;0;10;;;;;;;;
2004;22333;6;"ESCUELA FRANCIA""""";[NULL];[NULL];10501;VALDIVIA;2;0;10;110;;;;;;;
2004;22334;4;"ESCUELA PARTICULAR EL ARRAYAN""""";[NULL];[NULL];10205;DALCAHUE;3;0;10;110;;;;;;;
2004;22336;0;"ESCUELA JOAQUIN DE LOS ANDES""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;211;214;;;;;;;
2004;22337;9;"ESCUELA PARTICULAR LOS CASTAÃOS""""";[NULL];[NULL];10503;FUTRONO;3;0;10;110;160;;;;;;
2004;22338;7;"ESCUELA PARTICULAR PEDERNAL ALTO""""";[NULL];[NULL];10105;FRUTILLAR;3;1;110;;;;;;;;
2004;22339;5;"COLEGIO GHANDI""""";[NULL];[NULL];10501;VALDIVIA;3;0;10;110;;;;;;;
2004;22340;9;"ESCUELA PARTICULAR EL COPIHUE""""";[NULL];[NULL];10105;FRUTILLAR;3;1;110;;;;;;;;
2004;22341;7;LICEO AMBIENTAL AYACARA;[NULL];[NULL];10401;CHAITEN;3;1;310;610;660;;;;;;
2004;22342;5;"ESCUELA PARTICULAR DELIA DOMINGUEZ""""";[NULL];[NULL];10301;OSORNO;3;0;10;110;;;;;;;
2004;22343;3;COLEGIO SAN SEBASTIAN;[NULL];[NULL];10102;CALBUCO;3;1;110;;;;;;;;
2004;22344;1;"JARDIN INFANTIL LA GOTITA""""";[NULL];[NULL];10501;VALDIVIA;3;0;10;;;;;;;;
2004;22346;8;"ESCUELA PARTICULAR SANTA ROSA""""";[NULL];[NULL];10106;LOS MUERMOS;3;1;110;;;;;;;;
2004;22347;6;"ESCUELA PARTICULAR BIRMANIA""""";[NULL];[NULL];10101;PUERTO MONTT;3;1;110;;;;;;;;
2004;22348;4;"ESCUELA PARTICULAR SAGRADO CORAZON""""";[NULL];[NULL];10108;MAULLIN;3;1;110;;;;;;;;
2004;22349;2;"ESCUELA PARTICULAR SICHAHUE""""";[NULL];[NULL];10503;FUTRONO;3;1;110;;;;;;;;
2004;22350;6;"JARDIN INFANTIL PAPELUCHO""""";[NULL];[NULL];10208;QUELLON;3;0;10;;;;;;;;
2004;22351;4;INSTITUTO INMACULADA CONCEPCION;[NULL];[NULL];10501;VALDIVIA;3;0;10;110;310;;;;;;
2004;22352;2;"ESCUELA PARTICULAR EL DESPERTAR""""";[NULL];[NULL];10512;RIO BUENO;3;1;110;;;;;;;;
2004;22353;0;"ESCUELA PARTICULAR TRULLUN MAPU""""";[NULL];[NULL];10511;PANGUIPULLI;3;1;110;;;;;;;;
2004;22354;9;"ESCUELA EL MAITEN""""";[NULL];[NULL];10504;LA UNION;2;0;10;110;160;;;;;;
2004;22355;7;COLEGIO SAN ANDRES;[NULL];[NULL];10301;OSORNO;3;0;110;;;;;;;;
2004;22356;5;COLEGIO PAIDEIA;[NULL];[NULL];10101;PUERTO MONTT;3;0;10;110;;;;;;;
2004;22357;3;"JARDIN INFANTIL AGUALUNA II""""";[NULL];[NULL];10201;CASTRO;3;0;10;;;;;;;;
2004;22358;1;COLEGIO INGLES;[NULL];[NULL];10303;PURRANQUE;3;0;10;110;310;;;;;;
2004;22360;3;"ESCUELA PARTICULAR NUESTRA SEÃORA DE GU""";[NULL];[NULL];10506;LANCO;3;1;110;;;;;;;;
2004;22361;1;COLEGIO PARTICULAR ANTARES DE ALERCE;[NULL];[NULL];10101;PUERTO MONTT;3;0;10;110;361;;;;;;
2004;22363;8;COLEGIO DE LENGUAJE KALEM;[NULL];[NULL];10201;CASTRO;3;0;214;;;;;;;;
2004;22364;6;ESCUELA DE LENGUAJE KALEM;[NULL];[NULL];10202;ANCUD;3;0;214;;;;;;;;
2004;22365;4;JARDIN INFANTIL RETOÃOS;[NULL];[NULL];10101;PUERTO MONTT;4;0;10;;;;;;;;
2004;22366;2;"ESCUELA PARTICULAR ROBERT PACE""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;10;110;310;;;;;;
2004;22367;0;"ESCUELA PARTICULAR BOSQUE VERDE""""";[NULL];[NULL];10101;PUERTO MONTT;3;1;110;;;;;;;;
2004;22370;0;"JARDIN INFANTIL LUNITA""""";[NULL];[NULL];10501;VALDIVIA;3;0;10;;;;;;;;
2004;22371;9;COMPLEJO EDUCACIONAL CRESCENT;[NULL];[NULL];10201;CASTRO;4;1;10;;;;;;;;
2004;22372;7;COMPLEJO EDUCACIONAL SAN CRESCENTE;[NULL];[NULL];10201;CASTRO;3;1;10;110;;;;;;;
2004;22373;5;"ESCUELA PARTICULAR MILLARAY""""";[NULL];[NULL];10509;MARIQUINA;3;1;110;;;;;;;;
2004;22374;3;COLEGIO SAN NICOLAS;[NULL];[NULL];10501;VALDIVIA;3;0;110;160;310;361;410;510;;;
2004;22375;1;"ESCUELA PARTICULAR ALLA MAPU""""";[NULL];[NULL];10202;ANCUD;3;1;110;;;;;;;;
2004;22377;8;"ESCUELA DE PARVULOS MONTESSORI CHILOE""""";[NULL];[NULL];10201;CASTRO;4;0;10;;;;;;;;
2004;22378;6;COLEGIO CAMILO HENRIQUEZ;[NULL];[NULL];10501;VALDIVIA;3;0;110;310;;;;;;;
2004;22379;4;"ESCUELA DE LENGUAJE ABRAPALABRA""""";[NULL];[NULL];10203;CHONCHI;3;0;214;;;;;;;;
2004;22380;8;ESCUELA BASICA SECTOR ORIENTE;[NULL];[NULL];10208;QUELLON;1;0;10;110;212;215;216;;;;
2004;22382;4;ESCUELA DE TRASTORNOS DE LA COMUNICACION;[NULL];[NULL];10202;ANCUD;3;0;214;;;;;;;;
2004;22383;2;"ESCUELA PARTICULAR ROSALIA OJEDA SANCHE""";[NULL];[NULL];10509;MARIQUINA;3;1;10;110;;;;;;;
2004;22384;0;"JARDIN INFANTIL CARRUSEL""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;10;;;;;;;;
2004;22385;9;"JARDIN INFANTIL CAQUITO""""";[NULL];[NULL];10101;PUERTO MONTT;4;0;10;;;;;;;;
2004;22386;7;"JARDIN INFANTIL TIA MARTITA""""";[NULL];[NULL];10101;PUERTO MONTT;4;0;10;;;;;;;;
2004;22387;5;ESCUELA DE LENGUAJE GIRASOL;[NULL];[NULL];10109;PUERTO VARAS;3;0;10;110;214;;;;;;
2004;22388;3;"CENTRO DE EDUC. DE ADULTOS SANDROCK""""";[NULL];[NULL];10501;VALDIVIA;3;0;160;361;;;;;;;
2004;22389;1;COLEGIO EBEN-EZER;[NULL];[NULL];10108;MAULLIN;3;1;110;;;;;;;;
2004;22390;5;"ESCUELA PARTICULAR CANDELARIA""""";[NULL];[NULL];10108;MAULLIN;3;0;110;;;;;;;;
2004;22391;3;"JARDIN INFANTIL ELITE II""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;10;;;;;;;;
2004;22392;1;"ESC. ESP. DE LENGUAJE SAN FRANCISCO DE""";[NULL];[NULL];10101;PUERTO MONTT;3;0;214;;;;;;;;
2004;22394;8;"ESCUELA ESPECIAL SANTA HELENA""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;212;;;;;;;;
2004;22395;6;"JARDIN INFANTIL PRINCIPITO""""";[NULL];[NULL];10208;QUELLON;4;0;10;;;;;;;;
2004;22396;4;"ESCUELA PARTICULAR LA COLONIA""""";[NULL];[NULL];10107;LLANQUIHUE;3;1;110;;;;;;;;
2004;22397;2;COLEGIO TEC PROF SANTA TERESA DE LOS AND;[NULL];[NULL];10301;OSORNO;3;0;160;310;361;610;;;;;
2004;22398;0;COLEGIO ALIWEN;[NULL];[NULL];10501;VALDIVIA;3;0;110;310;;;;;;;
2004;22399;9;"COLEGIO PARTICULAR DIEGO PORTALES""""";[NULL];[NULL];10507;LOS LAGOS;3;0;10;110;;;;;;;
2004;22400;6;"ESCUELA PARTICULAR DOLLINCO""""";[NULL];[NULL];10503;FUTRONO;3;1;110;;;;;;;;
2004;22401;4;"CENTRO DE EDUC DE ADULTOS ESMERALDA""""";[NULL];[NULL];10202;ANCUD;3;0;160;361;;;;;;;
2004;22402;2;"ESC DE TRASTORNOS DE LA COMUNIC ALEXAND""";[NULL];[NULL];10301;OSORNO;3;0;214;;;;;;;;
2004;22403;0;"ESC DE CULT Y DIF ARTFRIDOLINA BARRIENT""";[NULL];[NULL];10201;CASTRO;1;0;110;;;;;;;;
2004;22405;7;"CENTRO EDUCACIONAL DE ADULTOS DIEGO POR""";[NULL];[NULL];10301;OSORNO;3;0;361;;;;;;;;
2004;22406;5;"ESCUELA BASICA LUZ DEL CORCOVADO""""";[NULL];[NULL];10401;CHAITEN;2;0;10;110;;;;;;;
2004;22407;3;"ESCUELA ESPECIAL SANTA MARIA""""";[NULL];[NULL];10107;LLANQUIHUE;3;0;212;;;;;;;;
2004;22408;1;ESCUELA PARTICULAR JEAN PIAGET;[NULL];[NULL];10102;CALBUCO;3;1;110;;;;;;;;
2004;22410;3;COLEGIO CREACION OSORNO;[NULL];[NULL];10301;OSORNO;3;0;10;110;310;;;;;;
2004;22413;8;COLEGIO TENAUN ALTO;[NULL];[NULL];10205;DALCAHUE;3;1;110;;;;;;;;
2004;22414;6;ESCUELA PAMPA RIOS;[NULL];[NULL];10512;RIO BUENO;2;0;10;110;212;;;;;;
2004;22415;4;INSTITUTO SUPERIOR DE ADMINISTRACION Y T;[NULL];[NULL];10501;VALDIVIA;2;0;410;610;;;;;;;
2004;22416;2;CENTRO EDUCACIONAL INSPROL;[NULL];[NULL];10101;PUERTO MONTT;3;0;361;;;;;;;;
2004;22417;0;ESCUELA PARTICULAR SAN PIO DE PIELTRECIN;[NULL];[NULL];10306;SAN JUAN DE LA COSTA;3;1;110;;;;;;;;
2004;22418;9;ESCUELA BASICA KIMUN LAWAL;[NULL];[NULL];10101;PUERTO MONTT;2;0;10;110;;;;;;;
2004;22419;7;"ESCUELA PADRE ALBERTO HURTADO""""";[NULL];[NULL];10101;PUERTO MONTT;2;0;10;110;;;;;;;
2004;22420;0;ESCUELA NUEVA PENSYLVANIA;[NULL];[NULL];10108;MAULLIN;2;1;110;;;;;;;;
2004;22421;9;CENTRO DE EDUCACION LABORAL;[NULL];[NULL];10501;VALDIVIA;3;0;212;;;;;;;;
2004;22422;7;COLEGIO CHARLES DARWIN DE CASTRO;[NULL];[NULL];10201;CASTRO;3;1;110;310;;;;;;;
2004;22423;5;LICEO COMERCIAL BARTOLOME DE LAS CASAS;[NULL];[NULL];10301;OSORNO;3;0;310;;;;;;;;
2004;22424;3;JARDIN INFANTIL MANITOS TRAVIESAS;[NULL];[NULL];10301;OSORNO;3;0;10;;;;;;;;
2004;22425;1;ESCUELA PARTICULAR CURAMO;[NULL];[NULL];10202;ANCUD;3;1;110;;;;;;;;
2004;22427;8;ESCUELA PARTICULAR EMMANUEL;[NULL];[NULL];10302;PUERTO OCTAY;3;0;110;;;;;;;;
2004;22428;6;ESCUELA PADRE LUIS BELTRAN;[NULL];[NULL];10509;MARIQUINA;3;0;10;110;;;;;;;
2004;22429;4;ESCUELA PARTICULAR INTERCULTURAL WE LIWE;[NULL];[NULL];10509;MARIQUINA;3;1;110;;;;;;;;
2004;22430;8;ESCUELA CRECER;[NULL];[NULL];10303;PURRANQUE;2;0;10;110;212;;;;;;
2004;22432;4;COLEGIO GABRIELA MISTRAL;[NULL];[NULL];10301;OSORNO;3;0;10;110;160;310;361;;;;
2004;22433;2;ESCUELA PARTICULAR PUERTO ESPERANZA;[NULL];[NULL];10106;LOS MUERMOS;3;1;110;;;;;;;;
2004;22434;0;COLEGIO DOMINGO SANTA MARIA;[NULL];[NULL];10101;PUERTO MONTT;3;0;10;110;;;;;;;
2004;22435;9;CENTRO DE LENGUAJE DIALECTA;[NULL];[NULL];10105;FRUTILLAR;3;0;214;;;;;;;;
2004;22436;7;THE MISSION COLLEGE;[NULL];[NULL];10301;OSORNO;3;0;10;110;;;;;;;
2004;22437;5;CENTRO DE ESTUDIOS LA ARAUCANA;[NULL];[NULL];10201;CASTRO;3;0;361;;;;;;;;
2004;22438;3;"ESCUELA ESPECIAL TALLERES LABORALES INP""";[NULL];[NULL];10101;PUERTO MONTT;3;0;212;;;;;;;;
2004;22439;1;COLEGIO TERRA NOVA;[NULL];[NULL];10207;QUEILEN;3;0;110;;;;;;;;
2004;22440;5;COLEGIO ANTULIWEN;[NULL];[NULL];10202;ANCUD;3;0;10;110;;;;;;;
2004;22441;3;COLEGIO MAPU MALEN;[NULL];[NULL];10102;CALBUCO;3;0;10;110;;;;;;;
2004;22442;1;COLEGIO TORNAGALEONES;[NULL];[NULL];10501;VALDIVIA;3;0;110;310;;;;;;;
2004;22444;8;ESCUELA LLEQUEN;[NULL];[NULL];10202;ANCUD;3;0;10;;;;;;;;
2004;22445;6;"CENTRO DE EDUCACION DE ADULTOS ELIER""""";[NULL];[NULL];10504;LA UNION;3;1;160;361;;;;;;;
2004;22446;4;"CENTRO EDUC INTEGRADO DE ADULTOS PROFAS""";[NULL];[NULL];10512;RIO BUENO;3;0;160;361;;;;;;;
2004;22447;2;JARDIN INFANTIL TRAF TREMUN;[NULL];[NULL];10208;QUELLON;3;0;10;;;;;;;;
2004;22448;0;"ESCUELA PARTICULAR EL CARDO""""";[NULL];[NULL];10510;PAILLACO;3;1;110;;;;;;;;
2004;22449;9;COLEGIO RUCALEN;[NULL];[NULL];10503;FUTRONO;3;0;310;;;;;;;;
2004;22450;2;LICEO TECNOLOGICO LUZ DE LAS NACIONES;[NULL];[NULL];10301;OSORNO;3;0;310;610;;;;;;;
2004;22451;0;ESCUELA PARTICULAR LA PRADERA;[NULL];[NULL];10307;SAN PABLO;3;1;110;;;;;;;;
2004;22452;9;"COLEGIO MOUNTAIN GREEN SCHOOL""""";[NULL];[NULL];10511;PANGUIPULLI;3;1;10;110;160;;;;;;
2004;22453;7;LICEO TECNICO PROFESIONAL HELVECIA;[NULL];[NULL];10501;VALDIVIA;3;0;510;610;;;;;;;
2004;22454;5;COLEGIO PRECIOSA SANGRE II;[NULL];[NULL];10303;PURRANQUE;3;0;10;310;;;;;;;
2004;22455;3;COLEGIO PARVULARIO GENESIS;[NULL];[NULL];10501;VALDIVIA;3;0;10;;;;;;;;
2004;22456;1;COLEGIO SAN PABLO;[NULL];[NULL];10202;ANCUD;3;0;110;;;;;;;;
2004;22458;8;"ESCUELA DIFERENCIAL CELIPRAS""""";[NULL];[NULL];10512;RIO BUENO;3;0;212;214;;;;;;;
2004;22459;6;COLEGIO LAICO VALDIVIA;[NULL];[NULL];10501;VALDIVIA;3;0;10;110;310;;;;;;
2004;22461;8;COLEGIO NUEVO HORIZONTE;[NULL];[NULL];10101;PUERTO MONTT;3;1;110;;;;;;;;
2004;22462;6;COLEGIO BERNARDO FELMER NIKLITSCHEK;[NULL];[NULL];10506;LANCO;3;0;10;110;;;;;;;
2004;22463;4;"JARDIN INFANTIL SAN SEBASTIAN""""";[NULL];[NULL];10202;ANCUD;4;0;10;;;;;;;;
2004;22464;2;LICEO POLIVALENTE DALCAHUE;[NULL];[NULL];10205;DALCAHUE;1;0;110;310;361;410;;;;;
2004;22465;0;"JARDIN INFANTIL PALABRAS MAJICAS""""";[NULL];[NULL];10301;OSORNO;3;0;10;;;;;;;;
2004;22466;9;LICEO DE ADMINIST Y COMERCIO SAN SEBASTI;[NULL];[NULL];10301;OSORNO;3;0;310;361;;;;;;;
2004;22467;7;COLEGIO LAFQUEN MONTESSORI PUERTO MONTT;[NULL];[NULL];10101;PUERTO MONTT;3;0;10;110;;;;;;;
2004;22468;5;"COLEGIO DE LENGUAJE AMAPOLA""""";[NULL];[NULL];10101;PUERTO MONTT;3;0;214;;;;;;;;
2004;22469;3;SCUOLA NOVA;[NULL];[NULL];10101;PUERTO MONTT;4;0;10;;;;;;;;
2004;22470;7;COLEGIO PUMANQUE;[NULL];[NULL];10101;PUERTO MONTT;3;0;110;;;;;;;;
2004;22471;5;JARDIN INFANTIL BAMBI Y CELIN;[NULL];[NULL];10501;VALDIVIA;3;0;10;;;;;;;;
2004;22472;3;"JARDIN INFANTIL MANZANITA""""";[NULL];[NULL];10105;FRUTILLAR;3;0;10;;;;;;;;
2004;22473;1;"CENTRO DE EDUCACION DE ADULTOS APRENDER""";[NULL];[NULL];10101;PUERTO MONTT;3;0;361;;;;;;;;
2004;22476;6;COLEGIO SAN JOSE;[NULL];[NULL];10509;MARIQUINA;2;0;10;110;160;361;;;;;
2004;22477;4;"COLEGIO DE LENGUAJE PARA PARVULOS JUAN""";[NULL];[NULL];10101;PUERTO MONTT;3;0;214;;;;;;;;
2004;22478;2;"COLEGIO POLITECNICO LUIS FIDEL CARDINAL""";[NULL];[NULL];10109;PUERTO VARAS;3;1;110;310;;;;;;;
2004;22479;0;ESCUELA DE LENGUAJE AYELEN;[NULL];[NULL];10205;DALCAHUE;3;0;214;;;;;;;;
2004;22480;4;COLEGIO LOS ALERCES DE PUERTO VARAS;[NULL];[NULL];10109;PUERTO VARAS;2;0;10;110;;;;;;;
2004;22481;2;"ESCUELA DE PARVULOS HUANILEN""""";[NULL];[NULL];10201;CASTRO;1;0;10;;;;;;;;
2004;22482;0;CENTRO EDUCACIONAL AMANCAY;[NULL];[NULL];10101;PUERTO MONTT;3;0;160;361;;;;;;;
2004;22483;9;"CENTRO EDUCACIONAL ALTAMIRA""""";[NULL];[NULL];10511;PANGUIPULLI;1;0;310;;;;;;;;
2004;22484;7;CENTRO DE EDUC INTEGRAL DE ADULTOS ESTRE;[NULL];[NULL];10202;ANCUD;3;0;160;361;;;;;;;
2004;22485;5;COLEGIO DE ADULTOS PUDETO;[NULL];[NULL];10202;ANCUD;1;0;160;361;;;;;;;
2004;22486;3;ESCUELA SAN FRANCISCO DE LLENEHUE;[NULL];[NULL];10509;MARIQUINA;3;1;110;;;;;;;;
2004;22487;1;CENTRO INTEGRAL DE EDUCACION SAN GABRIEL;[NULL];[NULL];10202;ANCUD;3;0;214;;;;;;;;
2004;22489;8;"ESCUELA PARTICULAR RAYEN QUITRAL""""";[NULL];[NULL];10101;PUERTO MONTT;3;1;110;;;;;;;;
2004;22490;1;"CENTRO DE EDUC DE ADULTOS POR UN FUTURO""";[NULL];[NULL];10510;PAILLACO;3;1;160;;;;;;;;
2004;22492;8;"ESCUELA PARTICULAR TICALHUE""""";[NULL];[NULL];10509;MARIQUINA;3;1;110;;;;;;;;
2004;22493;6;ESCUELA VICENTE PEREZ ROSALES;[NULL];[NULL];10105;FRUTILLAR;2;0;110;;;;;;;;
2004;22494;4;LIC TEC PROF AGRICOLA MARITIMO BOSQUE NA;[NULL];[NULL];10101;PUERTO MONTT;3;0;310;;;;;;;;
2004;22495;2;COLEGIO PART CARDENAL RAUL SILVA HENRIQU;[NULL];[NULL];10512;RIO BUENO;3;0;110;160;361;;;;;;
2004;22496;0;CENTRO EDUCACIONAL SAN NICOLAS;[NULL];[NULL];10501;VALDIVIA;3;0;110;160;310;361;;;;;
2004;22497;9;THE WESSEX SCHOOL;[NULL];[NULL];10501;VALDIVIA;4;0;10;110;;;;;;;
2004;22499;5;INSTITUTO TECNICO BERTA VILLEGAS OYARZUN;[NULL];[NULL];10101;PUERTO MONTT;3;0;310;510;;;;;;;
2004;22500;2;COLEGIO DE AVANZADA TERRA NOVA;[NULL];[NULL];10507;LOS LAGOS;3;1;10;110;;;;;;;
2004;24200;4;ALMIRANTE ENRIQUE SIMPSON;[NULL];0;11101;COYHAIQUE;3;0;10;110;;;;;;;
2004;24201;2;LICEO AUSTRAL LORD COCHRANE;[NULL];0;11301;COCHRANE;2;0;310;;;;;;;;
2004;24203;9;LICEO RAUL BROUSSAIN CAMPINO;[NULL];0;11201;AYSEN;2;0;310;;;;;;;;
2004;24204;7;LICEO ARTURO PRAT CHACON;[NULL];0;11202;CISNES;2;0;310;361;810;;;;;;
2004;24205;5;JARDIN INFANTIL DAME LAMANO;[NULL];[NULL];11101;COYHAIQUE;3;0;10;;;;;;;;
2004;24206;3;CENTRO INTEGRAL DE EDUCACION ALBORADA;[NULL];0;11101;COYHAIQUE;3;0;10;110;214;;;;;;
2004;24207;1;LICEO SAN JOSE U R;[NULL];0;11201;AYSEN;3;0;310;;;;;;;;
2004;24209;8;COLEGIO SAGRADA FAMILIA;[NULL];0;11201;AYSEN;3;0;110;;;;;;;;
2004;24210;1;MADRE DE LA DIVINA PROVIDENCIA;[NULL];0;11202;CISNES;3;1;110;;;;;;;;
2004;24212;8;COLEGIO ALIANZA AUSTRAL DE COYHAIQUE;[NULL];0;11101;COYHAIQUE;3;0;10;110;310;;;;;;
2004;24213;6;COLEGIO SANTA TERESA DE LOS ANDES;[NULL];0;11201;AYSEN;3;0;10;110;310;;;;;;
2004;24214;4;ESC ALTAMIRA PARA EL DES DE LA COMUNICAC;[NULL];0;11101;COYHAIQUE;3;0;10;110;214;;;;;;
2004;24215;2;CENTRO EDUCACION INTEGRADA DE ADULTOS;[NULL];0;11101;COYHAIQUE;2;0;160;360;361;;;;;;
2004;24216;0;ESCUELA BASICA DE CHILE CHICO;[NULL];0;11401;CHILE CHICO;2;0;110;;;;;;;;
2004;24218;7;NUESTRA SENORA DE LA DIVINA PROVIDENCIA;[NULL];[NULL];11202;CISNES;3;1;110;;;;;;;;
2004;24219;5;ESCUELA RURAL LAGO POLUX;[NULL];0;11101;COYHAIQUE;2;1;110;;;;;;;;
2004;24220;9;ESCUELA ANEXA   INDEPENDENCIA;[NULL];[NULL];11101;COYHAIQUE;2;0;160;361;;;;;;;
2004;24221;7;COLEGIO ELUHUEN;[NULL];[NULL];11101;COYHAIQUE;4;0;10;110;;;;;;;
2004;24222;5;COLEGIO HEIGEL;[NULL];[NULL];11101;COYHAIQUE;3;0;10;110;;;;;;;
2004;24223;3;"ESCUELA DE LENGUAJE KALEM""""";[NULL];[NULL];11201;AYSEN;3;0;214;;;;;;;;
2004;24224;1;COLEGIO ANTOINE DE SAINT EXUPERY;[NULL];[NULL];11101;COYHAIQUE;3;0;110;310;;;;;;;
2004;24226;8;"COLEGIO EL CAMINO""""";[NULL];[NULL];11101;COYHAIQUE;3;0;10;110;214;;;;;;
2004;24227;6;COLEGIO BAUTISTA SHADAI;[NULL];[NULL];11101;COYHAIQUE;3;0;110;310;;;;;;;
2004;24228;4;COLEGIO AMUYEN;[NULL];[NULL];11101;COYHAIQUE;3;0;310;660;761;;;;;;
2004;24229;2;ESCUELA LITORAL AUSTRAL;[NULL];[NULL];11201;AYSEN;2;0;10;110;;;;;;;
2004;24230;6;COLEGIO KALEM;[NULL];[NULL];11201;AYSEN;3;0;10;110;;;;;;;
2004;24231;4;COLEGIO DIEGO PORTALES;[NULL];[NULL];11101;COYHAIQUE;3;0;110;310;;;;;;;
2004;24300;0;GABRIELA MISTRAL;B;11;12401;NATALES;1;0;310;;;;;;;;
2004;24302;7;ESCUELA GENERAL MANUEL BULNES;E;54;12101;PUNTA ARENAS;1;0;10;110;;;;;;;
2004;24303;5;LICEO NOBELIUS;[NULL];0;12101;PUNTA ARENAS;3;0;10;110;310;;;;;;
2004;24305;1;COLEGIO PIERRE FAURE;[NULL];0;12101;PUNTA ARENAS;3;0;10;110;310;;;;;;
2004;24307;8;LICEO JUAN BAUTISTA CONTARDI;B;12;12101;PUNTA ARENAS;1;0;310;;;;;;;;
2004;24310;8;ESCUELA PARVULARIA P  AGUIRRE CERDA;[NULL];0;12101;PUNTA ARENAS;3;0;10;;;;;;;;
2004;24311;6;COLEGIO  FRANCES;[NULL];0;12101;PUNTA ARENAS;3;0;10;110;;;;;;;
2004;24312;4;CENTRO LABORAL PARA ALUMNOS DISCAPACITA;[NULL];0;12101;PUNTA ARENAS;1;0;212;;;;;;;;
2004;24313;2;ESCUELA VILLA LAS NIEVES;[NULL];0;12101;PUNTA ARENAS;1;0;10;110;;;;;;;
2004;24314;0;COLEGIO CRUZ DEL SUR;[NULL];0;12101;PUNTA ARENAS;4;0;10;110;310;;;;;;
2004;24316;7;LICEO POLITEC. CARDENAL RAUL SILVA H;[NULL];0;12101;PUNTA ARENAS;1;0;410;510;610;810;;;;;
2004;24317;5;COLEGIO PUERTO NATALES;[NULL];0;12401;NATALES;3;0;10;110;310;;;;;;
2004;24318;3;ESCUELA PADRE ALBERTO HURTADO;[NULL];0;12101;PUNTA ARENAS;1;0;10;110;;;;;;;
2004;24319;1;COLEGIO PUNTA ARENAS;[NULL];0;12101;PUNTA ARENAS;4;0;10;110;310;;;;;;
2004;24320;5;TALLER LABORAL UNPADE;[NULL];0;12101;PUNTA ARENAS;3;0;212;;;;;;;;
2004;24321;3;CENTRO DE EDUC  ESPEC.  CRUZ DE  LEONES;[NULL];0;12101;PUNTA ARENAS;3;0;212;;;;;;;;
2004;24322;1;ESCUELA RURAL SENO OBSTRUCCION;[NULL];0;12401;NATALES;1;1;110;;;;;;;;
2004;24324;8;COLEGIO RUBEN DARIO;[NULL];[NULL];12101;PUNTA ARENAS;4;0;110;;;;;;;;
2004;24325;6;ESCUELA CERRO GUIDO;[NULL];[NULL];12402;TORRES DE PAINE;2;1;110;;;;;;;;
2004;24327;2;LICEO UNIVERSITARIO EXPERIMENTAL DE MAGA;[NULL];[NULL];12101;PUNTA ARENAS;3;0;310;;;;;;;;
2004;24329;9;LICEO SAN JOSE;[NULL];[NULL];12101;PUNTA ARENAS;3;0;10;110;310;;;;;;
